timestamp,video time,track information,total up,man up,woman up,total down,man down,woman down
14:52:51,0:00:04.360000,"[{'ID': 0, 'location': array([282,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([243,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:51,0:00:04.400000,"[{'ID': 0, 'location': array([284,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([242,  94]), 'gender': 'man'}, {'ID': 3, 'location': array([175,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:51,0:00:04.440000,"[{'ID': 0, 'location': array([284,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([243,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:52,0:00:04.480000,"[{'ID': 0, 'location': array([284,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([243,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:52,0:00:04.520000,"[{'ID': 0, 'location': array([284,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([242,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:52,0:00:04.560000,"[{'ID': 0, 'location': array([285,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([243,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([175,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:52,0:00:04.600000,"[{'ID': 0, 'location': array([283,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([244,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:52,0:00:04.640000,"[{'ID': 0, 'location': array([285,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([243,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:52,0:00:04.680000,"[{'ID': 0, 'location': array([283,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([244,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:53,0:00:04.720000,"[{'ID': 0, 'location': array([285,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([245,  92]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:53,0:00:04.760000,"[{'ID': 0, 'location': array([284,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([245,  91]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:54,0:00:04.800000,"[{'ID': 0, 'location': array([284,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([245,  91]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:54,0:00:04.840000,"[{'ID': 0, 'location': array([285,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([251,  89]), 'gender': 'man'}, {'ID': 3, 'location': array([222,  79]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:54,0:00:04.880000,"[{'ID': 0, 'location': array([284,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([251,  88]), 'gender': 'man'}, {'ID': 3, 'location': array([222,  79]), 'gender': 'man'}]",0,0,0,0,0,0
